chrom	marker_pos	genetic
I	388131	0
I	408301	0.259639862983022
I	447250	0.259639912983403
I	481373	0.54765610297909
I	482889	0.547656152979471
I	486146	0.614596979983617
I	693196	0.614597029983997
I	745089	0.614597079984378
I	772143	0.614597129984759
I	773114	0.61459717998514
I	781065	0.61459722998552
I	787132	0.692715634009801
I	812059	0.997441998973954
I	812985	1.29791236598976
I	835209	1.60148715297692
I	835937	1.6014872029773
I	873186	1.60148725297768
I	879703	1.60148730297806
I	886279	1.60148735297844
I	886858	1.60148740297882
I	908637	1.6014874529792
I	928558	1.60148750297958
I	996489	2.11431278398959
I	998174	2.11431283398997
I	1013640	2.11431288399035
I	1041451	2.62713816500036
I	1048848	2.62713821500074
I	1177473	2.62713826500112
I	1186475	2.6271383150015
I	1214736	2.62713836500188
I	1238709	3.67168109200429
I	1257493	4.18188703001942
I	1284278	4.69476531102555
I	1390228	5.20764344901545
I	1405102	5.72052158601582
I	1449934	6.23341314500431
I	1468970	6.74625144002493
I	1471035	6.74625149002532
I	1487556	6.7462515400257
I	1601168	7.2591032559867
I	1639252	7.77195497101638
I	1652424	7.77195502101677
I	1660262	7.77195507101715
I	1696507	8.28479336597957
I	1700507	8.79768507002154
I	1763070	9.30786330800038
I	1774127	10.3553028940223
I	1811194	10.8654811329907
I	1817916	11.3783593570115
I	1830371	11.8923129090108
I	1855809	12.19385968399
I	1874721	12.7082224140177
I	1878880	13.0102185779833
I	1884842	13.0102186279837
I	1888072	13.5224823169992
I	1889555	14.0347017910099
I	1893224	14.0347018410102
I	1900888	14.0347018910106
I	1904303	14.034701941011
I	1942356	14.0347019910114
I	1965365	15.0792448580032
I	1983747	15.5894507950288
I	2009211	16.1023290909943
I	2011911	16.615217477025
I	2023573	17.1280557879945
I	2045556	17.1280558379949
I	2047527	17.1280558879953
I	2051903	17.640891026007
I	2062822	18.15378254198
I	2074239	18.6677818779717
I	2074240	18.9629380750121
I	2091875	18.9629381250124
I	2103993	19.2591970909853
I	2116732	19.2591971409856
I	2128535	19.259197190986
I	2169385	19.2591972409864
I	2220902	19.2591972909868
I	2271718	19.7730945650255
I	2272201	20.0788859709864
I	2277239	20.3829803299741
I	2283663	20.6908789490117
I	2286052	20.7849316539941
I	2307100	20.7849317039945
I	2308137	21.0871911119903
I	2310806	21.0871911619906
I	2316769	21.087191211991
I	2318515	21.5980038910056
I	2320752	22.1108627709909
I	2324912	22.1108628209913
I	2342001	22.1108628709917
I	2398443	22.6236848629778
I	2423685	22.6236849129782
I	2438212	22.6236849629786
I	2446955	22.623685012979
I	2452499	22.6236850629793
I	2457174	23.1365101370029
I	2469932	23.1365101870033
I	2474236	23.1365102370037
I	2478539	23.1365102870041
I	2484669	23.1365103370044
I	2488858	23.1365103870048
I	2500158	23.1365104370052
I	2508161	23.1365104870056
I	2527395	23.136510537006
I	2543431	23.6487604239956
I	2543511	23.6487604739959
I	2545331	24.1616136939847
I	2560333	24.6139740740182
I	2563188	24.9170502739726
I	2565883	25.8401109519764
I	2567710	26.1431807390181
I	2589698	26.5961793640163
I	2590124	27.1083557360107
I	2597658	27.1083557860111
I	2603141	27.1083558360115
I	2621188	27.6205786790233
I	2626903	28.1327847180073
I	2629777	28.1327847680077
I	2649378	28.1327848180081
I	2658882	28.1327848680085
I	2663361	28.1327849180088
I	2672199	28.6449905820191
I	2680669	29.1589611709933
I	2681318	29.4604257330066
I	2689417	29.9754184740013
I	2704727	30.2779327260214
I	2714521	30.2779327760218
I	2718921	30.2779328260222
I	2720071	30.2779328760225
I	2724843	30.2779329260229
I	2728135	30.5786026809947
I	2731816	30.8849598930101
I	2745889	30.9789042469929
I	2770018	30.9789042969933
I	2774518	31.2844850409892
I	2930880	31.5897691179998
I	2937883	32.1036690960173
I	2948286	32.1036691460176
I	2988446	32.103669196018
I	2989079	32.6165341159794
I	3031856	33.1293854870019
I	3042797	33.1293855370022
I	3080525	33.1293855870026
I	3083789	33.129385637003
I	3114767	33.1293856870034
I	3159931	33.6433147229836
I	3161799	33.941788333992
I	3175316	34.4583385990118
I	3256573	34.4583415869856
I	3273287	34.458341636986
I	3276736	34.4583416869864
I	3304928	34.4583417369868
I	3359892	34.5409947769949
I	3387982	35.0571517560165
I	3397935	35.3529606700176
I	3418161	35.352960720018
I	4518191	35.3529607700184
I	4524715	35.3529608200188
I	4547853	35.3529608700192
I	4741249	35.865785944974
I	5168257	35.8657859949744
I	5170292	35.8657860449748
I	6084936	35.8657860949752
I	6086489	35.8657861449756
I	6087501	35.865786194976
I	6088595	35.8657862449763
I	6460220	35.8657862949767
I	6460919	35.8657863449771
I	7475965	35.8657863949775
I	8161229	36.3786115139956
I	8596895	36.3786115639959
I	10367501	36.892241554975
I	10441368	36.8922416049754
I	10734365	38.4805921760271
I	10740549	38.4805922260275
I	10793419	38.4805922760279
I	10799818	38.4805923260283
I	10885969	38.4805923760287
I	10885970	38.7768702789908
I	10889371	38.7768703289912
I	10975081	39.0731559770065
I	10979908	39.3695460190065
I	10984894	39.3695460690069
I	11069508	39.6653003080282
I	11070812	39.6653003580286
I	11071761	39.665300408029
I	11072403	40.1768746890011
I	11073890	40.6891694099759
I	11074535	41.1992447130033
I	11075815	41.712475066015
I	11083960	42.034476122004
I	11095723	42.5588656030013
I	11098118	42.875394009985
I	11102360	42.8753940599854
I	11382464	43.3800519930082
I	11460182	45.5458226510091
I	11544368	46.5166222919943
I	11546369	47.0274660650175
I	11637287	47.4742893620278
I	11643241	47.9875031419797
I	11718811	48.5003812619834
I	11854321	49.0132593999733
I	11892602	49.5261375369737
I	11976940	50.0390290979994
I	12114811	50.5518671160098
I	12121759	50.5518671660102
I	12132787	50.5518672160106
I	12140780	50.551867266011
I	12177001	50.5518673160113
I	12249326	51.064705332974
I	12292455	51.5775968949893
I	12309812	52.0904750319896
I	12346743	52.60335316899
I	12351886	53.1162447290262
I	12410560	53.6290830239886
I	12411707	53.629083073989
I	12421701	53.6290831239894
I	12444337	54.1419348390191
I	12480346	54.6547865539906
I	12482644	54.6547866039909
I	12554690	54.6547866539913
I	12596736	55.1676249090233
I	12603890	55.6815724520129
I	12603917	55.9863104670076
I	12604328	56.5006336700171
I	12604455	56.8053716400173
I	12606111	57.3193088229746
I	12622067	57.8315578729962
I	12632850	58.3444526270032
I	12697278	58.8572909209761
I	12698908	58.8572909709765
I	12727897	58.8572910209768
I	12792804	59.3701165770181
I	12796203	59.3701166270184
I	12822476	59.3701166770188
I	12827866	59.8840308440267
I	12840544	60.1854747330071
I	12844641	60.7019989130204
I	12873260	60.7019989630207
I	12882388	60.7019990130211
I	12920015	60.7019990630215
I	12959222	60.7019991130219
I	12968922	61.0012495080009
I	12970958	61.5152278679889
I	13002473	62.0281122479937
I	13032419	62.5397235919954
I	13056347	63.0499081320013
I	13122792	64.0973721349728
I	13173972	64.6053392339963
I	13261575	64.6053392839967
I	13288165	64.6053393339971
I	13290892	64.9070134880021
I	13294061	64.9070135380025
I	13320623	65.2060893370071
I	13320818	65.7200686800061
I	13320972	66.2332791620283
I	13321281	66.6801192400162
I	13322357	67.1903330850182
I	13322634	68.1706694230088
I	13330418	68.4697655059863
I	13331124	68.9841134090093
I	13350920	69.2865998410271
I	13362517	69.2865998910274
I	13372498	69.2865999410278
I	13374285	69.7994513000012
I	13378758	70.3123427929822
I	13460670	70.8252177339746
I	13463013	71.3380958879716
I	13467890	71.8509740260197
I	13483062	72.3638521640096
I	13513344	72.8767302850028
I	13519947	73.3896218449809
I	13556032	73.9024601400015
I	13557252	73.9024601900019
I	13599248	73.9024602400023
I	13623148	74.4152985350229
I	13660490	74.9281900950009
I	13739770	75.4410682320013
I	13747304	75.9539464939735
I	13825900	76.4644939409918
I	13826497	77.4410830559791
I	13828748	77.4410831059795
I	13926061	78.4152036479791
I	13934534	78.4152036979795
I	13945632	78.4152037479798
I	13955824	78.9280556510203
I	13962802	79.4409070870024
I	13964891	79.4409071370028
I	13978539	79.4409071870032
I	13994552	79.4409072370036
I	14001365	79.4409072870039
I	14003000	79.9537454490201
I	14034889	80.4639371099765
I	14141722	81.5113766959985
I	14205773	82.0215549339773
I	14304620	82.534433215973
I	14356826	83.0473113540211
I	14425936	83.560189492011
I	14458266	84.0730676290113
I	14620364	84.5859591910266
I	14666197	85.0987972079893
I	14669849	85.0987972579896
I	14719705	85.09879730799
I	14723437	85.0987973579904
I	14817762	85.0987974079908
I	14969701	85.6116224189755
I	14972886	85.6116224689758
I	15092362	85.6116225189762
I	15505755	85.6116225689766
I	15509505	85.871256583021
II	566445	0
II	596706	0.259660309899118
II	648200	0.772512026998811
II	649257	0.772512076999192
II	747075	0.772512126999573
II	864459	1.28535056469991
II	895711	1.79556920759933
II	939575	2.84024122649862
II	1020483	2.840241276499
II	1023349	3.35319069399884
II	1037166	3.86604177929985
II	1038195	3.86604182929841
II	1180337	3.86604187929879
II	1264584	4.37655291169904
II	1293589	5.35253761089916
II	1296554	5.35253766089954
II	1358633	5.7989439662997
II	1369647	6.31218795849963
II	1374036	6.31218800850002
II	1434019	6.31218805849858
II	1434086	6.31218810849896
II	1533667	6.81962512659993
II	2249065	8.41616006109871
II	2369899	9.45802428939896
II	2381607	9.96820312829914
II	2458452	10.4810948321992
II	2507200	10.9939331270998
II	2508122	10.9939331771002
II	2588428	10.9939332270988
II	2673389	11.5067715220994
II	2719844	12.0196630817991
II	2834289	12.5325412189995
II	2976845	13.0454194989998
II	3219941	13.5559335223988
II	3220328	14.5359493781998
II	3220642	15.0440920764995
II	3409283	16.0241079322986
II	3958023	16.5346219587991
II	4106267	17.0474431044986
II	4172909	17.5715177374987
II	4297372	18.0928911190986
II	4868879	19.1402860386988
II	4924682	19.6504244557
II	4933529	19.6504245057986
II	4934624	19.6504245556989
II	4935704	19.6504246056993
II	4935767	19.6504246556997
II	5109111	19.6504247057001
II	5231409	20.1632627145991
II	5505835	20.6761542162985
II	7268612	21.1901529687002
II	7270956	21.4854234818995
II	7271094	21.4854235318999
II	8103197	21.7817960804987
II	8103469	21.7817961304991
II	8107876	21.7817961804994
II	8108083	21.7817962304998
II	9443230	22.8263389638996
II	10157747	23.3365449176999
II	10263444	23.849420041699
II	10519513	24.3622981949993
II	10564483	24.8751763321998
II	11082740	25.3880545248994
II	11237438	25.9009216913
II	11290729	26.4149004514002
II	11292943	26.7141015220986
II	11293176	26.714101572099
II	11628639	27.0133102603995
II	11738428	27.5273023517984
II	11842801	28.0401403102987
II	11843051	28.0401403602991
II	11862748	28.0401404102995
II	11865782	28.0401404602999
II	11882803	28.0401405102984
II	12096010	28.5529657922998
II	12098763	28.5529658423002
II	12189090	28.5529658922987
II	12304538	29.0658176083998
II	12551171	29.578669045999
II	12562034	29.5786690959994
II	12637785	29.5786691459998
II	12644109	29.5786691960002
II	12768774	29.5786692459988
II	12776806	29.5786692959991
II	12945866	29.5786693459995
II	12947235	29.5786693959999
II	13083593	29.5786694459985
II	13115387	29.8821976658
II	13115492	30.1890242974987
II	13115690	30.4925377552991
II	13203789	30.7983186113997
II	13405486	31.3122293439992
II	13408780	31.3122293939996
II	13415785	31.312229444
II	13422912	31.3122294939985
II	13435785	31.3122295439989
II	13457163	31.826169976599
II	13466934	32.1250601455995
II	13485375	32.1250601955999
II	13489525	32.1250602455984
II	13513434	32.1250602955988
II	13542930	32.1250603455992
II	13545303	32.1250603955996
II	13573751	32.1250604456
II	13577868	32.1250604955985
II	13589798	32.4187319434986
II	13601835	32.9328069595995
II	13608536	32.9328070095999
II	13645530	32.9328070595984
II	13646696	32.9328071095988
II	13649194	33.4483686106996
II	13680422	33.4483686607
II	13715544	33.4483687106986
II	13732464	33.4483687606989
II	13753449	33.4483688106993
II	13772514	33.4483688606997
II	13778283	33.9639303649001
II	13782942	33.9639304148986
II	13792863	33.963930464899
II	13805516	33.9639305148994
II	13822901	33.9639305648998
II	13861750	33.9639306149002
II	13863109	33.9639306648987
II	13870844	34.4767827164997
II	13899979	34.9907500828995
II	13901658	35.2922028156991
II	13918628	35.8071988687989
II	13951718	36.1090750643998
II	13952710	36.1090751144002
II	13971565	36.1090751643987
II	13997906	36.1090752143991
II	14068694	36.1090752643995
II	14076431	36.4074431562985
II	14089249	36.9224821139996
II	14126537	37.221479432199
II	14136022	37.2214794821994
II	14136350	37.2214795321997
II	14154190	37.2214795822001
II	14181389	37.2214796321987
II	14218918	38.2631845519991
II	14221910	38.2631846019995
II	14222413	38.2631846518998
II	14222895	38.5667301580997
II	14222968	38.8702839951984
II	14224935	39.1738386428988
II	14230660	39.4773831151997
II	14232178	39.4773831652001
II	14237689	39.4773832151986
II	14266206	39.477383265199
II	14293182	39.4773833151994
II	14299276	39.4773833651998
II	14299581	39.4773834152002
II	14313281	39.9902380793992
II	14320707	40.5024543372001
II	14322813	40.5024543871987
II	14338485	40.502454437199
II	14343778	41.0146448833984
II	14348754	41.0146449333988
II	14369367	41.0146449833992
II	14373750	42.0588657981989
II	14374218	42.5690700985997
II	14380343	43.0819633395986
II	14380943	43.5944889458988
II	14383239	43.5944889958992
II	14390299	43.5944890458995
II	14391979	43.5944890958999
II	14439276	43.5944891458985
II	14441863	44.1073281681001
II	14447997	44.6013921524991
II	14449234	44.8945327756992
II	14449740	48.228835038999
II	14450148	48.5187459343997
II	14452587	49.6551828395986
II	14455944	50.8008164591993
II	14469732	51.1023510971991
II	14476034	51.6166745680985
II	14477246	51.9224360766002
II	14479368	52.2282039290985
II	14489880	52.7425273209992
II	14489971	53.0445672973001
II	14545275	54.0930890293985
II	14551456	54.6043263752999
II	14552966	54.910093922399
II	14555854	55.213607837999
II	14557081	55.5204310957997
II	14577675	55.8239599045992
II	14592053	55.8239599545996
II	14646517	55.8239600045999
II	14656741	56.3367788450996
II	14794089	56.3367788951
II	14794090	56.3367789450986
II	14797356	56.3367789950989
II	14840354	56.849647331399
II	14843019	56.8496473813993
II	14862079	57.3625645412994
II	14894913	57.3625645912998
II	14896372	57.6629554156989
II	14896556	58.6449873728998
II	14902282	58.9419493554997
II	14908920	59.9203213686997
II	14927668	60.9624530631991
II	14930594	60.9624531131994
II	14965776	60.9624531631998
II	14972597	61.265982417699
II	14978333	61.5728088721989
II	14981361	61.876323136099
II	15004179	62.1820905918994
II	15025067	62.6960382604993
II	15040270	63.2088763031988
II	15126192	63.2088763531992
II	15138342	63.2088764031996
II	15139275	63.2088764532
II	15140368	63.2088765031986
II	15151211	63.722831265799
II	15154221	64.0182181459986
II	15155006	64.018218195999
II	15172051	64.3147188268995
II	15182081	64.3147188768999
II	15313965	64.8272674334985
II	15314153	64.8272674834989
II	15337682	64.8272675334993
II	15362687	65.8687763532998
II	15376726	65.8687764032984
II	15407251	66.3816980074989
II	15413157	66.3816980574993
II	15419013	66.3816981074997
II	15426071	66.3816981575001
II	15468795	66.3816982074986
II	15492684	66.8945374497998
II	15544281	66.8945374998002
II	15589179	66.8945375497988
II	15594418	66.8945375997992
II	15617786	66.8945376497995
II	15622868	66.8945376997999
II	15658563	66.8945377497985
II	15667949	66.8945377997989
II	15680968	66.8945378497992
II	15681643	66.8945378997996
II	15704876	66.8945379498
II	15740107	67.4084974304988
II	15750341	67.7036528825993
II	15758438	67.7036529325997
II	15796785	67.7036529826
II	15797620	67.7036530325986
II	15813585	67.703653082599
II	15819727	67.7036531325994
II	15829700	67.7036531825997
II	15835263	67.7036532326001
II	15880573	67.7036532825987
II	15883246	67.7036533325991
II	15905353	67.7036533825994
II	15909536	67.7036534325998
II	15918261	67.7036534826002
II	15921250	67.7036535325988
II	15962263	67.7036535825991
II	15976075	67.7036536325995
II	15996633	67.7036536825999
II	16001513	67.7036537325985
II	16058057	67.7036537825988
II	16059661	67.7036538325992
II	16105861	67.9999112733985
II	16107197	67.9999113233989
II	16120453	67.9999113733993
II	16128711	67.9999114233997
II	16159908	67.9999114734001
II	16259525	68.5127629786984
II	16282543	69.0256146063984
II	16299504	69.0256146563988
II	16444730	69.0256147063992
II	16451946	69.3219865413994
II	16454709	69.3219865913998
II	16566442	69.6172695625992
II	16571409	69.8780314505002
III	627126	0
III	627645	0.000000049942173063755
III	716441	0.000000100000761449337
III	921457	0.512912643025629
III	983903	1.02580379403662
III	1046902	1.53868193097878
III	1062222	2.05156006594189
III	1112349	2.56704211304896
III	1160417	2.56704216997605
III	1167459	2.56704222003464
III	1310459	3.07723656494636
III	1348762	3.59015818394255
III	1349561	4.10236423194874
III	1352760	4.10236428200733
III	1353182	4.1023643319495
III	1365585	4.61457038100343
III	1407559	5.12747857300565
III	1531566	5.64031686796807
III	1534560	5.64031691697892
III	1567598	5.64031696796883
III	1627975	6.15315526199993
III	1645958	6.66604682197794
III	1836246	7.17892495903652
III	1884820	7.69180309702642
III	1935798	8.20469465805218
III	1985755	8.71753267501481
III	1986247	8.71753272495698
III	2017002	8.71753277501557
III	2020243	8.71753282495774
III	2021742	8.71753287501633
III	2031404	8.7175329249585
III	2041457	8.71753297501709
III	2074216	8.71753302495927
III	2076996	8.71753307501785
III	2085093	8.71753312496003
III	2085954	8.71753317501862
III	2105799	8.71753322496079
III	2110353	9.23037124297116
III	2152789	9.74326274695341
III	2168232	10.2572167000035
III	2183208	10.5586812649854
III	2188579	11.0736740060383
III	2223078	11.3761882740073
III	2224595	11.3761883239495
III	2236691	11.3761883740081
III	2241496	11.3761884239502
III	2241663	11.3761884740088
III	2246113	11.376188523951
III	2308850	11.3761885740096
III	2311986	11.3761886239517
III	2332365	11.3761886740103
III	2372733	11.3761887239525
III	2383587	11.3761887740111
III	2393074	11.3761888239533
III	2427266	11.3761888740119
III	2471274	11.376188923954
III	2477667	11.6726755279815
III	2479914	11.6726755780401
III	2499149	11.968063961016
III	2500557	12.4814364990452
III	2501874	12.9936587789562
III	2513101	12.9936588290147
III	2516275	12.9936588789569
III	2521457	13.5058812180068
III	2524624	14.0181471100077
III	2526391	14.5309883890441
III	2549448	14.5309884389862
III	2593799	14.5309884890448
III	2594610	14.530988538987
III	2614472	14.5309885890456
III	2617400	14.5309886389878
III	2622842	15.0438267240534
III	2661883	15.5567182840314
III	2677604	16.0696098429617
III	2703514	16.5824481380405
III	2741621	16.5824481879827
III	2748099	16.5824482380413
III	2836561	17.09636240697
III	2844505	17.3978061729576
III	2848172	17.9143303149613
III	2848173	17.9143303650199
III	2901574	17.914330414962
III	2919020	18.2135651990538
III	2931251	18.7275433000177
III	2962749	19.2430776209803
III	2965167	19.2430776710389
III	2971077	19.7570590840187
III	2971442	20.0585148789687
III	2976690	20.5734840739751
III	2984388	20.8781882750336
III	2989907	21.3920856090263
III	3002631	21.3920856589684
III	3011454	21.392085709027
III	3012141	21.3920857589692
III	3026675	21.9075278120581
III	3031443	21.9075278620003
III	3056294	21.9075279119425
III	3219913	22.4177458690247
III	3238184	22.9306109580211
III	3253268	22.9306110079633
III	3291621	22.9306110580219
III	3376644	23.4434627749724
III	3537343	23.9563142129919
III	3544767	23.9563142630504
III	3563774	23.9563143129926
III	3566661	23.9563143630512
III	3575434	23.9563144129934
III	3614641	24.4691523869988
III	3634575	24.9831420029514
III	3636365	25.2822169370484
III	3636635	25.2822169869905
III	3651837	25.5812918839511
III	3690834	26.0952680100454
III	3718496	26.6081595269497
III	3720049	27.1209977830295
III	3723598	27.1209978329716
III	3862425	27.1209978830302
III	3899307	27.6338362440001
III	3902911	28.1467411590274
III	3933378	28.6595925180009
III	3938197	28.659592567943
III	4013034	28.6595926180016
III	4020398	28.6595926679438
III	4020399	28.6595927180024
III	4079215	28.6595927679446
III	4087417	28.9558368209982
III	4191288	28.9558368710568
III	4217312	28.955836920999
III	4426456	28.9558369710576
III	4445021	28.9558370209998
III	4630515	28.9558370709419
III	4631297	28.9558371210005
III	4684648	28.9558371709427
III	4687925	28.9558372210013
III	4791837	28.9558372709434
III	4809736	28.9558378549991
III	5100520	28.9558379050577
III	6863619	29.2510065869428
III	8532900	29.7649657230359
III	8547935	29.764965772978
III	9499432	29.7649658230366
III	9501714	29.7649658729788
III	9520859	29.7649659230374
III	9620552	29.7649659729796
III	9630542	29.7649660230381
III	9784229	29.7649660729803
III	9898826	30.2777913550381
III	9924393	30.2777914049802
III	9998374	30.2777914550388
III	10008655	30.277791504981
III	10372606	30.2777915550396
III	10588096	30.7917308539618
III	10595663	31.0908355979482
III	10597391	31.0908356480068
III	10945626	31.3910161410458
III	10947092	31.6910902230302
III	10972909	31.6910902729724
III	10989848	31.9900727249915
III	10998900	32.5040493600536
III	11081739	33.0169274549698
III	11100388	33.5298055920284
III	11217618	34.0426971530542
III	11228179	34.5555354469689
III	11236739	34.5555354970274
III	11333845	34.5555355469696
III	11340043	34.5555355970282
III	11573988	34.5555356469704
III	11587433	34.555535697029
III	11618204	34.5555357469711
III	11719953	35.0683874619426
III	11721173	35.5812389670173
III	11729893	35.5812390169594
III	11853945	35.581239067018
III	11860259	35.5812391169602
III	11898153	35.5812391670188
III	11976981	35.581239216961
III	11978179	35.5812392670196
III	11996492	35.5812393169617
III	11999278	35.5812393670203
III	12019503	35.5812394169625
III	12021201	35.8847676409641
III	12021238	36.1915940380422
III	12026200	36.495107499999
III	12064333	36.8008749430301
III	12090790	37.3148123780265
III	12097587	37.827700707945
III	12128882	38.3405388080282
III	12142033	38.3405388579704
III	12148621	38.340538908029
III	12156891	38.3405389579711
III	12190350	38.3405390080297
III	12222734	38.3405390579719
III	12276140	38.3405391080305
III	12284091	38.3405391579727
III	12289386	38.3405392080313
III	12303913	38.8533738829428
III	12315988	39.3662788840011
III	12382033	39.8791169020114
III	12413300	39.8791169519536
III	12488845	39.8791170020122
III	12490001	40.3912999479799
III	12493742	40.3912999980384
III	12496493	40.3913000479806
III	12514362	40.3913000980392
III	12525955	40.3913001479814
III	12541487	40.39130019804
III	12545485	40.3913002479821
III	12561352	40.3913002980407
III	12565691	40.9041578889592
III	12569734	41.4157847650349
III	12575989	41.9297251569806
III	12576325	42.2344633359462
III	12577993	42.7487865280127
III	12582778	43.0535412490135
III	12589660	43.5668028159998
III	12602882	43.566802865942
III	12633967	43.5668029160006
III	12650006	43.5668029659428
